BOARD,NAME,ADDRESS_AB,POSTAL_COD,CITY,PROVINCE,PHONE_NO,FAX_NO,EMAIL,GRADES,POSTSECOND,DATA_SOURCE,ELEM,JUNIOR_H,SENIOR_H,GLOBAL_ID,POINT
The Calgary School Division,Cambrian Heights School,640 Northmount Dr NW,T2K3J5,Calgary,AB,(403) 777-6150,,cambrianheights@cbe.ab.ca,Elementary,N,N,Y,N,N,{2E6A20C0-23DF-45A3-9185-B200188A4C47},POINT (-114.0879744 51.0853517)
Yufeng Chinese School Centre,Yufeng Chinese School,169 Citadel Ridge Close NW,T3G4V5,Calgary,AB,(403) 681-8617,,yufengchineseschool@telus.net,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{7366BD84-B036-46BD-9AF8-C54DBC742E96},POINT (-114.1834692 51.1460943)
The Calgary School Division,New Brighton School,30 New Brighton Dr SE,T2Z4B2,Calgary,AB,(403) 817-3516,,newbrighton@cbe.ab.ca,Elementary,N,N,Y,N,N,{165D42A0-5370-4F9B-B72A-406DC1DD9C2F},POINT (-113.9537078 50.9194772)
The Calgary Roman Catholic Separate School Division,St. Bede Elementary School,333 Bermuda Drive N.W.,T3K2J5,Calgary,AB,(403) 500-2082,,stbede@cssd.ab.ca,Elementary,N,N,Y,N,N,{CD41C795-8E6B-4A12-986A-9F29B75EAAC8},POINT (-114.082846 51.1316737)
The Calgary School Division,Griffith Woods School,7652  26 Ave SW,T3H3X2,Calgary,AB,(403) 817-3572,,griffithwoods@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{FBD1BA82-C399-4F69-B515-289483E81351},POINT (-114.194747 51.0309794)
The Calgary School Division,Woodbine School,27 Woodfield Way SW,T2W5E1,Calgary,AB,(403) 777-8630,,woodbine@cbe.ab.ca,Elementary,N,N,Y,N,N,{B77AF7E8-B4A3-4A67-B89B-D73BB29EEBD8},POINT (-114.1289426 50.9365329)
The Calgary Roman Catholic Separate School Division,Holy Name (Bilingual) School,3011 - 35 Street S.W.,T3E2Y7,Calgary,AB,(403) 500-2006,,holyname@cssd.ab.ca,Elementary,N,N,Y,N,N,{893444BE-BB43-4957-822F-A5E8A37FFB2C},POINT (-114.1390036 51.0282719)
Westmount Charter School Society,Westmount Elementary School,728 - 32 Street NW,T2N2V9,Calgary,AB,(403) 217-0426,,ecadmin@westmountcharter.com,Elementary,N,N,Y,N,N,{EA3E2233-3EA3-459F-B71B-9E3E4E64727B},POINT (-114.1314284 51.0581476)
Renfrew Educational Services Society,Renfrew Educational Services-Bowness Centre,2050 - 21 Street N.E.,T3B2B2,Calgary,AB,(403) 291-5038,,renfrew@renfreweducation.org,Unknown,N,N,N,N,N,{62C90176-4060-49E5-8339-C30E5D07B10B},POINT (-114.2119244 51.0963293)
Foundations for the Future Charter Academy Charter School Society,Southwest Elementary Campus,898 Sylvester Cres. SW,T2W0R7,Calgary,AB,(403) 259-3527,,pam.brah@ffca-calgary.com,Elementary,N,N,Y,N,N,{06B05D34-BCA0-4976-AA2E-AA0C3121828A},POINT (-114.0825466 50.9589807)
The Calgary School Division,Westgate School,150 Westminster Dr SW,T3C2T3,Calgary,AB,(403) 777-8420,,westgate@cbe.ab.ca,Elementary,N,N,Y,N,N,{8FCD9BEE-6DDC-4FC3-8E91-6ED7B4A7B9CB},POINT (-114.1591998 51.0444881)
The Calgary School Division,Georges P. Vanier School,509  32 Ave NE,T2E2H3,Calgary,AB,(403) 777-7460,,georgespvanier@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{E9641D27-F7A2-4A69-92A7-8AFE2627CB0B},POINT (-114.0520691 51.0806053)
Calgary Chinese Alliance School Society,Calgary Chinese Alliance School,150 Beddington Blvd. NE,T3K2E2,Calgary,AB,(403) 274-7046,,info@ccas.school,Senior High,N,N,N,N,Y,{774828B5-4BC8-4E07-910A-4931C9920F37},POINT (-114.0676255 51.1257326)
The Calgary Roman Catholic Separate School Division,St. Maria Goretti Elementary School,375 Hawkstone Drive N.W.,T3G3T7,Calgary,AB,(403) 500-2099,,stmariagoretti@cssd.ab.ca,Elementary,N,N,Y,N,N,{21F0F590-3679-45D3-8EFC-AD84DBB4A121},POINT (-114.1777507 51.1345242)
The Calgary School Division,Brentwood School,1231 Northmount Dr NW,T2L0C9,Calgary,AB,(403) 777-6130,,brentwood@cbe.ab.ca,Elementary,N,N,Y,N,N,{B319FDB5-60FE-4068-BFA0-46B955164B3B},POINT (-114.123858 51.0904895)
The Calgary School Division,Tuscany School,990 Tuscany Dr NW,T3L2T4,Calgary,AB,(403) 777-8060,,tuscany@cbe.ab.ca,Elementary,N,N,Y,N,N,{F2A59023-FE62-4A5F-931B-DEB559BD6633},POINT (-114.2454306 51.1177871)
The Calgary Roman Catholic Separate School Division,St. Stephen School,10910 Elbow Drive S.W.,T2W1G6,Calgary,AB,(403) 500-2043,,ststephen2@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{A2032C57-0EE9-4460-A4D6-29C100FB7B0F},POINT (-114.0838525 50.9556954)
The Calgary School Division,McKenzie Highlands School,25 McKenzie Towne Dr SE,T2Z4B7,Calgary,AB,(403) 817-3544,,mckenziehighlands@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{C5F3FBFA-DA61-4948-BF38-5F9CBD6F0DAA},POINT (-113.9700732 50.9109937)
The Calgary School Division,Belvedere Parkway School,4631  85 St NW,T3B2R8,Calgary,AB,(403) 777-6010,,belvedereparkway@cbe.ab.ca,Elementary,N,N,Y,N,N,{4289DD58-E9F8-43D6-9FB9-3DE519656E48},POINT (-114.2115592 51.0927168)
The Calgary School Division,Chinook Park School,1312  75 Ave SW,T2V0S6,Calgary,AB,(403) 777-8480,,chinookpark@cbe.ab.ca,Elementary,N,N,Y,N,N,{2B69A0F2-83CF-403B-A875-E9F2DFC7A4A3},POINT (-114.0893703 50.9864478)
The Calgary Roman Catholic Separate School Division,Blessed Marie-Rose,999 Sherwood Blvd. NW,T3R1M9,Calgary,AB,(403) 500-2131,,marierose@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{35183738-264E-4DA5-BF67-EB4CD6D75D94},POINT (-114.1483237 51.1598895)
The Calgary Roman Catholic Separate School Division,Holy Trinity School,1717 - 41 Street S.E.,T2A1L2,Calgary,AB,(403) 500-2032,,holytrinity@cssd.ab.ca,Elementary,N,N,Y,N,N,{A54FA99A-834C-4FEC-B33D-B15FD1F3FC9F},POINT (-113.9749456 51.03897)
The Calgary School Division,Westbrook Outreach,3610 - 9th Street SE,T2G3C5,Calgary,AB,(403) 777-8020,,discoveringchoices@cbe.ab.ca,Senior High,N,N,N,N,Y,{C825BADF-E48F-4294-A0F0-D1DFBF54FA80},POINT (-114.0396247 51.0219975)
The Calgary School Division,Dr. Gordon Townsend School,28 Oki Drive NW,T3B6A8,Calgary,AB,(403) 955-7004,,drgordontownsend@cbe.ab.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{CA7D81DA-EF62-4D2A-9065-E2422DFE4516},POINT (-114.1483456 51.0744945)
The Calgary School Division,Ernest Morrow School,1212  47 St SE,T2A1R3,Calgary,AB,(403) 777-7800,,ernestmorrow@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{55C3B760-7328-4BAD-9A89-54CADDC233CD},POINT (-113.9648387 51.0433846)
The Calgary School Division,Copperfield School,54 Copperstone Rd SE,T2Z0G7,Calgary,AB,(403) 817-3512,,copperfield@cbe.ab.ca,Elementary,N,N,Y,N,N,{047E7868-D087-4592-AA3D-9E26F0948E8C},POINT (-113.9288059 50.914832)
The Calgary School Division,Midnapore School,55 Midpark Rise SE,T2X1L7,Calgary,AB,(403) 777-8680,,midnapore@cbe.ab.ca,Elementary,N,N,Y,N,N,{07F7EB9A-BDAA-4876-8D1A-028B600FA5E7},POINT (-114.0551747 50.9150402)
Calgary Academy Society,Calgary Academy Collegiate,1677 - 93rd Street S.W.,T3H0R3,Calgary,AB,(403) 686-6444,,info@calgaryacademy.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{3AA53C15-DA9D-4113-B841-999424845581},POINT (-114.2243772 51.0394313)
The Calgary School Division,Colonel Sanders School,226 Northmount Dr NW,T2K3G5,Calgary,AB,(403) 777-6034,,ColonelSanders@cbe.ab.ca,Elementary,N,N,Y,N,N,{0E1D6300-A710-4B0F-87CA-B38535AD1F98},POINT (-114.0747704 51.0998137)
The Calgary Roman Catholic Separate School Division,St. John XXIII School,1420 Falconridge Drive N.E.,T3J2C3,Calgary,AB,(403) 500-2080,,stjohn23@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{AF04209E-5107-4199-BBE6-840900283518},POINT (-113.9389781 51.101405)
The Calgary Roman Catholic Separate School Division,Divine Mercy School,228 Mahogany Blvd. SE,T3M1M5,Calgary,AB,(403) 500-2132,,divinemercy@cssd.ab.ca,Elementary,N,N,Y,N,N,{482C4B78-ADA6-4B67-A732-5D3FA0DA615C},POINT (-113.9239578 50.9015566)
The Southern Francophone Education Region,École de la Rose sauvage,2512 - 4 Street N.W.,T2M2Z9,Calgary,AB,(403) 230-3112,,,Junior High/Senior High,N,N,N,Y,Y,{71667914-51B6-464C-9121-67F7119410BF},POINT (-114.0703034 51.0748446)
The Calgary School Division,Ted Harrison School,215 Taravista Way NE,T3J4L1,Calgary,AB,(403) 817-3330,,TedHarrison@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{307BF21F-CCA7-4A16-AB5B-5DBA1CF03C91},POINT (-113.9282542 51.1172328)
The Calgary School Division,Pineridge School,1927  61 St NE,T1Y4W6,Calgary,AB,(403) 777-6750,,pineridge@cbe.ab.ca,Elementary,N,N,Y,N,N,{31D87C49-5D20-4602-AF68-655EC5861F94},POINT (-113.9452293 51.0703248)
The Calgary School Division,Hillhurst School,1418  7 Ave NW,T2N0Z2,Calgary,AB,(403) 777-6360,,hillhurst@cbe.ab.ca,Elementary,N,N,Y,N,N,{6010B32F-389C-4725-BB9F-6AABDD788031},POINT (-114.0931372 51.0592948)
The Palliser School Division,Palliser Beyond Borders at Calgary,Suite 120,T1Y5Z6,Calgary,AB,(403) 291-0584,,,Unknown,N,N,N,N,N,{8CC30FC3-DDC5-48AE-A302-793A2D7F5E6E},POINT (-113.9990423 51.0861144)
Calgary Girls' School Society,Calgary Girls Charter School - Bel Aire Campus,6304 Larkspur Way SW,T2V2C4,Calgary,AB,(403) 220-0745,,office@calgarygirlsschool.com,Elementary,N,N,Y,N,N,{E4A1D12D-D331-46E1-902E-B5602C2A9485},POINT (-114.0850989 50.9984089)
The Calgary Roman Catholic Separate School Division,St. Andrew School,4331 - 41 Avenue S.W.,T3E1G2,Calgary,AB,(403) 500-2031,,standrew@cssd.ab.ca,Elementary,N,N,Y,N,N,{D2B440FD-FE0F-4AD7-AA2F-BAA5DDA31A5D},POINT (-114.1477242 51.0163628)
The Calgary School Division,Alex Munro School,427 78 Ave NE,T2K0R9,Calgary,AB,(403) 777-6600,,alexmunro@cbe.ab.ca,Elementary,N,N,Y,N,N,{8C2A5615-CB61-40B6-A06F-0C71EF0BA40C},POINT (-114.0613952 51.1206474)
The Calgary School Division,Andrew Sibbald School,1711 Lake Bonavista Dr SE,T2J2X9,Calgary,AB,(403) 777-6830,,andrewsibbald@cbe.ab.ca,Elementary,N,N,Y,N,N,{E1803699-55FF-4E8F-A901-A6BB109C6A5D},POINT (-114.0408775 50.9351786)
STEM Innovation Academy Society,STEM Innovation Academy High School,3636 Research Road NW,T2L2K7,Calgary,AB,(587) 943-2499,,info@stemia.ca,Senior High,N,N,N,N,Y,{B8979247-3151-49E5-81AC-C0B3D883D453},POINT (-114.1305974 51.0843338)
The Calgary Roman Catholic Separate School Division,Father Doucet School,65 Shannon Drive S.W.,T2Y2T5,Calgary,AB,(403) 500-2089,,fatherdoucet@cssd.ab.ca,Elementary,N,N,Y,N,N,{D6D99095-5787-4C53-A828-CB4C9362665B},POINT (-114.0851689 50.9093442)
The Calgary School Division,Maple Ridge School,10203 Maplemont Rd SE,T2J1W3,Calgary,AB,(403) 777-6280,,mapleridge@cbe.ab.ca,Elementary,N,N,Y,N,N,{7A24FA6F-1917-469E-BB90-19B0F57FB028},POINT (-114.0419588 50.9618905)
The Calgary Roman Catholic Separate School Division,Light of Christ Catholic School,6270 Saddlehorn Dr. N.E.,T3J0L8,Calgary,AB,(403) 500-2121,,lightofchrist@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{DD3F30A6-3BAE-4F70-974E-F78BE5FFF5A8},POINT (-113.9412735 51.1295372)
The Calgary School Division,Tom Baines School,250 Edgepark Blvd NW,T3A3S2,Calgary,AB,(403) 777-7190,,tombaines@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{D4D83BC5-CCB4-4739-9EF2-CFFB9934AE68},POINT (-114.1569935 51.1335144)
The Calgary School Division,Dr. E. P. Scarlett High School,220 Canterbury Dr SW,T2W1H4,Calgary,AB,(403) 281-3366,,drepscarlett@cbe.ab.ca,Senior High,N,N,N,N,Y,{1AC8B132-7BE4-4C0D-9DD6-60CDC04B9B8C},POINT (-114.0879719 50.9487874)
The Calgary School Division,Keeler School,4807 Forego Ave SE,T2A2C4,Calgary,AB,(403) 777-8180,,keeler@cbe.ab.ca,Elementary,N,N,Y,N,N,{F6B2748E-5162-431C-90C8-BD590BA544CA},POINT (-113.9648131 51.0492568)
The Calgary School Division,West View School,Calgary Young Offender Centre  12626 - 85 Street N.W.,T3R1J3,Calgary,AB,(403) 662-3547,,westview@cbe.ab.ca,Junior High/Senior High,N,N,N,Y,Y,{242CDC8B-8259-444F-8807-591C8EB7D00E},POINT (-114.2080136 51.1655306)
The Calgary School Division,Henry Wise Wood High School,910  75 Ave SW,T2V0S6,Calgary,AB,(403) 253-2261,,henrywisewood@cbe.ab.ca,Senior High,N,N,N,N,Y,{D497B610-8DA7-481C-AC01-0F4378B52F40},POINT (-114.0846844 50.9863406)
The Calgary School Division,Radisson Park School,2805 Radcliffe Dr SE,T2A0C8,Calgary,AB,(403) 777-8070,,radissonpark@cbe.ab.ca,Elementary,N,N,Y,N,N,{2C755A9A-D085-4C5E-8567-DDDC04DFB944},POINT (-113.992233 51.0461614)
Westmount Charter School Society,Westmount Mid/High School,2215 Uxbridge Dr. N.W.,T2N4Y3,Calgary,AB,,,mhadmin@westmountcharter.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{53BC617A-46E4-42F7-9347-8611C6939774},POINT (-114.1325128 51.0710476)
The Calgary School Division,Niitsitapi Learning Centre,3743 Dover Ridge Dr SW,T2B2E1,Calgary,AB,(403) 817-3404,,niitsitapilearningcentre@cbe.ab.ca,Elementary,N,N,Y,N,N,{FC103223-2D2B-447F-AA19-9B6955539918},POINT (-113.9793371 51.0205887)
The Calgary School Division,Haultain Memorial School,605 Queensland Dr SE,T2J4S8,Calgary,AB,(403) 777-6860,,haultainmemorial@cbe.ab.ca,Elementary,N,N,Y,N,N,{95296F39-0BB7-425C-8015-3DFE7778E0E8},POINT (-114.0233187 50.9395442)
The Calgary School Division,Discovering Choices II,#101 495 36 ST NE,T2A6K3,Calgary,AB,(403) 777-8384,,discoveringchoices@cbe.ab.ca,Senior High,N,N,N,N,Y,{E321048D-07E2-41D6-908B-932C6F3C558A},POINT (-113.9849703 51.056524)
The Calgary Roman Catholic Separate School Division,St. Margaret School,3320 Carol Drive N.W.,T2L0K7,Calgary,AB,(403) 500-2025,,saint.margaret@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{D662EC2D-8834-40E9-9250-B5F8F5525C52},POINT (-114.0976374 51.0821353)
The Calgary School Division,McKenzie Lake School,16210 McKenzie Lake Way SE,T2Z1L7,Calgary,AB,(403) 777-6500,,mckenzielake@cbe.ab.ca,Elementary,N,N,Y,N,N,{42B5BF11-9FB9-432D-9E36-ACCA6713DE96},POINT (-113.9849974 50.9062179)
The Calgary Roman Catholic Separate School Division,St. Hubert Elementary School,320 - 72 Avenue N.E.,T2K5J3,Calgary,AB,(403) 500-2067,,sthubert@cssd.ab.ca,Elementary,N,N,Y,N,N,{336BC83C-1B90-491E-B878-FF6F1A18D566},POINT (-114.0622133 51.1183759)
Alberta Classical Academy Ltd.,Calgary Classical Academy Currie Campus,2415 Battleford Ave SW,T3E7K9,Calgary,AB,(587) 885-3688,,info@classicalacademy.ca,Elementary/Junior High,N,N,Y,Y,N,{B0A7E983-94BB-43BA-902C-986CA6BD8A38},POINT (-114.1190467 51.0176444)
The Calgary School Division,Roland Michener School,5958  4 Ave NE,T2A4B1,Calgary,AB,(403) 777-8240,,rolandmichener@cbe.ab.ca,Elementary,N,N,Y,N,N,{5AF7A14D-3354-4FDD-8CF4-EA306FDC59F4},POINT (-113.9473997 51.0570194)
The Calgary Roman Catholic Separate School Division,Father Scollen School,6839 Temple Drive N.E.,T1Y5N4,Calgary,AB,(403) 500-2088,,fatherscollen@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{7376E4D2-0726-46C2-B710-D265AC2ABCE1},POINT (-113.9419616 51.0930203)
The Chinese Academy Foundation,The Chinese Academy,"#191, 1518 
Centre Street N.E.",T2K1C2,Calgary,AB,(403) 777-7663,,thechineseacademy@gmail.com,Senior High,N,N,N,N,Y,{6CAF403A-5CC3-41B4-B377-5122630B2AB6},POINT (-114.0701312 51.1127974)
The Calgary Roman Catholic Separate School Division,St. Ambrose School,1500 Arbour Lake Road N.W.,T3G4X9,Calgary,AB,(403) 500-2100,,stambrose@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{BEB666DE-CE2F-4D15-A586-7D9F8A9981DA},POINT (-114.2061578 51.1334667)
The Calgary School Division,Scenic Acres School,50 Scurfield Way NW,T3L1T2,Calgary,AB,(403) 777-6193,,scenicacres@cbe.ab.ca,Elementary,N,N,Y,N,N,{C5C0910C-229B-45E5-BCFC-594FD5ED8D5A},POINT (-114.2156566 51.1200891)
The Calgary School Division,West Ridge School,8903 Wentworth Ave SW,T3H5N9,Calgary,AB,(403) 817-3552,,westridge@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{02CA660B-70C2-4434-9DAE-111A1FD66D47},POINT (-114.2142424 51.0584892)
The Calgary Roman Catholic Separate School Division,St. Brigid,"730 Citadel Way, N.W.",T3G5S6,Calgary,AB,(403) 500-2113,,stbrigid@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{D3F0B7AB-3D48-4A85-A01B-AC0F111FAF5A},POINT (-114.1877229 51.1463403)
The Calgary Roman Catholic Separate School Division,St. William School,11020 Fairmount Drive S.E.,T2J0T1,Calgary,AB,(403) 500-2055,,stwilliam@cssd.ab.ca,Elementary,N,N,Y,N,N,{2D7405E5-37DE-4CA7-9890-1B3EE733961D},POINT (-114.0592582 50.9536216)
River Valley School Society,River Valley School ECS,3127 Bowwood Drive N.W.,T3B2E7,Calgary,AB,(403) 246-2275,,info@rivervalleyschool.ca,Unknown,N,N,N,N,N,{FBAE9CF2-86B3-478E-B2F9-6E1B873A8D18},POINT (-114.1743441 51.0794694)
The Calgary School Division,Chief Justice Milvain School,3428  42 St NE,T1Y6A3,Calgary,AB,(403) 777-6700,,chiefjusticemilvain@cbe.ab.ca,Elementary,N,N,Y,N,N,{52C72F6F-59E5-4620-B70F-1EC490897535},POINT (-113.97219 51.083686)
The Calgary Roman Catholic Separate School Division,Monsignor J. S. Smith School,2919 Douglasdale Boulevard S.E,T2Z2H9,Calgary,AB,(403) 500-2069,,msgrsmith@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{827EC0B2-6B28-41F1-9CA7-F5B4D2BE5E60},POINT (-113.9898663 50.9412085)
Access International College (Calgary) Incorporated,Access Academy,B1 - 2451 Dieppe Avenue S.W.  Box 100,T3E7K1,Calgary,AB,(403) 455-3033,,info@accessacademy.ca,Junior High/Senior High,N,N,N,Y,Y,{F09A9DB6-C63D-42A3-B97E-8DD27927A99D},POINT (-114.1190388 51.0192866)
The Calgary School Division,Project Trust,3610 - 9th Street SE,T2M4P6,Calgary,AB,(403) 777-6107,,discoveringchoices@cbe.ab.ca,Unknown,N,N,N,N,N,{9A3802C1-5618-4469-8354-C809379ECBBF},POINT (-114.0828403 51.0720702)
Calgary Girls' School Society,Calgary Girls Charter School,6304 Larkspur Way S.W.,T3E5P7,Calgary,AB,(403) 220-0745,,office@calgarygirlsschool.com,Elementary/Junior High,N,N,Y,Y,N,{81F24C01-D3DB-4BCC-AB6D-11E638CB050C},POINT (-114.1147539 50.999077)
Delta West Academy Society,Delta West Academy,414 - 11A Street N.E.,T2E4P3,Calgary,AB,(403) 290-0767,,info@deltawestacademy.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{2ED7CCB5-5E51-419C-9241-5A9C55BC1719},POINT (-114.0346249 51.0551077)
The Calgary School Division,Vista Heights School,2411 Vermillion St NE,T2E6J3,Calgary,AB,(403) 777-6000,,vistaheights@cbe.ab.ca,Elementary,N,N,Y,N,N,{5A14C5C3-2616-4544-A01A-AE24C0A071D0},POINT (-114.0170736 51.0738872)
The Calgary School Division,Fish Creek School,1039 Suncastle Dr SE,T2X2Z1,Calgary,AB,(403) 777-6400,,fishcreek@cbe.ab.ca,Elementary,N,N,Y,N,N,{23F5D29C-2C17-40F0-940A-AAD6E80C81AE},POINT (-114.0328114 50.9015051)
The Canadian Reformed School Society of Calgary,Tyndale Christian School,28 Hart Estates Blvd. NE,T1X0L3,Calgary,AB,(403) 590-5881,,tcs@tyndalecalgary.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{BB542878-A372-44FA-BA59-6D6753C753CC},POINT (-113.8677457 51.0586339)
The Calgary School Division,North Trail High School,12500 Harvest Hills Blvd. NE,T3K2S3,Calgary,AB,(403) 817-4000,,schoolimprovement@cbe.ab.ca,Junior High/Senior High,N,N,N,Y,Y,{F6288852-900B-4250-8053-3BECC462D54F},POINT (-114.0664551 51.1675814)
The Calgary School Division,Bob Edwards School,4424 Marlborough Dr NE,T2A2Z5,Calgary,AB,(403) 777-7770,,bobedwards@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{7EADBD6A-043E-4F0A-95E2-32D58BA2B1AE},POINT (-113.9687737 51.0599294)
The Calgary School Division,Christine Meikle School,3525 50 St NW,T3A2Y5,Calgary,AB,(403) 817-3524,,christinemeikle@cbe.ab.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{0BBCFA40-31AE-4B29-ADC3-EC11F242BC7F},POINT (-114.1610657 51.0845447)
Rundle College Society,Rundle College Junior Senior High,7375 - 17 Avenue SW,T3H3W5,Calgary,AB,(403) 250-7180,,contactus@rundle.ab.ca,Junior High/Senior High,N,N,N,Y,Y,{826D0968-33EC-4ECC-9C1C-7B242740588A},POINT (-114.1939221 51.0368941)
The Calgary Roman Catholic Separate School Division,St. Patrick School,6006 Rundlehorn Drive N.E.,T1Y2X1,Calgary,AB,(403) 500-2076,,stpatrick@cssd.ab.ca,Elementary,N,N,Y,N,N,{0E7CF860-7F1D-4F28-8C4C-8AA8B4377036},POINT (-113.9467028 51.07199)
Calgary Arts Academy Society,Calgary Arts Academy Rosscarrock Middle School,1406 40th Street SW,T3C1W7,Calgary,AB,(403) 255-1984,,cjordan@caaschool.com,Unknown,N,N,N,N,N,{CC93E047-82BC-4396-B816-89445473F635},POINT (-114.1447822 51.0412164)
The Calgary School Division,Catherine Nichols Gunn School,6625  4 St NE,T2K5C7,Calgary,AB,(403) 777-6620,,cngunn@cbe.ab.ca,Elementary,N,N,Y,N,N,{4B9BB2D4-C1E8-4FD0-AAAF-73EFA23CF9F7},POINT (-114.057895 51.1116437)
The Calgary School Division,Wilma Hansen School,963 Queensland Dr SE,,Calgary,AB,(403) 777-7430,,wilmahansen@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{76DEEB4C-BBB9-4FFB-A1A3-0C58558247D6},POINT (-114.0188704 50.9322873)
The Calgary School Division,Chaparral School,480 Chaparral Dr SE,T2X3S2,Calgary,AB,(403) 777-6424,,chaparral@cbe.ab.ca,Elementary,N,N,Y,N,N,{204FDD2C-73AF-40F6-89A1-577CAA71A748},POINT (-114.0449682 50.882964)
The Calgary School Division,Senator Patrick Burns School,2155 Chilcotin Rd NW,T2L0X2,Calgary,AB,(403) 777-7400,,senatorpatrickburns@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{505DA112-579E-4151-9F65-6FF75538DA71},POINT (-114.1155367 51.0882111)
The Canadian Montessori School Ltd.,Canadian Montessori School,1112 70 Avenue S.W.,T2V0P6,Calgary,AB,(403) 862-8551,,admin@calgarymontessorischool.com,Elementary,N,N,Y,N,N,{CEFEDA05-C88B-49DA-B9CD-34E18CA8EC0C},POINT (-114.0882622 50.9907447)
The Calgary Roman Catholic Separate School Division,St. Matthew School,416 - 83 Avenue S.E.,T2H1N3,Calgary,AB,(403) 500-2030,,stmatthew@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{54CFE1CB-5DA5-49DD-BEB6-B549FC3745D0},POINT (-114.0585101 50.9786824)
The Palliser School Division,National Sport School,151 Canada Olympic Rd SW,T3B6B7,Calgary,AB,(403) 777-7329,,robert.jewan@pallisersd.ab.ca,Junior High/Senior High,N,N,N,Y,Y,{C1475F3E-D6A2-49F3-9CFF-D0DB9F7BAE08},POINT (-114.2210265 51.0847948)
The Calgary School Division,Forest Lawn High School,1304  44 St SE,T2A1M8,Calgary,AB,(403) 272-6665,,forestlawn@cbe.ab.ca,Senior High,N,N,N,N,Y,{C8D7A563-2CEB-46DE-9819-AF31EE0DA107},POINT (-113.9689496 51.0424031)
The Calgary Roman Catholic Separate School Division,St. Helena School,320 - 64 Avenue N.W.,T2K0L8,Calgary,AB,(403) 500-2049,,sthelena@cssd.ab.ca,Junior High,N,N,N,Y,N,{5CCF925D-BA7F-46E3-A667-7A117D7E42EB},POINT (-114.0677824 51.1115337)
Calgary International Academy Ltd,Calgary International Academy,110-1248 Livingston Way NE,T3G5J7,Calgary,AB,(403) 991-7534,,info@ciacademy.ca,Elementary,N,N,Y,N,N,{0AEA1AFE-C0D8-44F9-8653-9CD0CB2F0988},POINT (-114.231867 51.1391189)
The Calgary School Division,Marion Carson School,5225 Varsity Dr NW,T3A1A7,Calgary,AB,(403) 777-6050,,MarionCarson@cbe.ab.ca,Elementary,N,N,Y,N,N,{5AFF3C59-B44D-45F3-9BE6-D4607D459E75},POINT (-114.1614063 51.0929166)
The Calgary School Division,Sir Winston Churchill High School,5220 Northland Dr NW,T2L2J6,Calgary,AB,(403) 289-9241,,sirwinstonchurchill@cbe.ab.ca,Senior High,N,N,N,N,Y,{DAD1399D-F7FC-4D1A-8124-1E4CC540F804},POINT (-114.13999 51.1001127)
The Calgary School Division,Penbrooke Meadows School,5645 Pensacola Cres SE,T2A2G4,Calgary,AB,(403) 777-8230,,penbrookemeadows@cbe.ab.ca,Elementary,N,N,Y,N,N,{C7539706-ABAB-4017-8FFE-6CFD64F0BE58},POINT (-113.9521888 51.0417953)
Congregation House of Jacob-Mikveh Israel,Akiva Academy,140 Haddon Road S.W.,T2V2Y3,Calgary,AB,(403) 258-1312,,office@akiva.ca,Elementary/Junior High,N,N,Y,Y,N,{762FC253-E6D2-4593-9D03-C664C2E97360},POINT (-114.0778236 50.9732774)
The Calgary Roman Catholic Separate School Division,Madeleine D' Houet Bilingual School,108 - 22 Street N.W.,T2N2M8,Calgary,AB,(403) 500-2008,,madeleinedhouet@cssd.ab.ca,Junior High,N,N,N,Y,N,{92E7FB5A-CB2F-4BF7-BF3F-82383737EFF8},POINT (-114.1122383 51.0531936)
